bResult,blueTopChamp,blueJungleChamp,blueMiddleChamp,blueADCChamp,blueSupportChamp,redTopChamp,redJungleChamp,redMiddleChamp,redADCChamp,redSupportChamp,top,jungle,middle,adc,support
1,Maokai,LeeSin,Cassiopeia,Sivir,Thresh,Rumble,Sejuani,Azir,Corki,Nautilus,Maokai_Rumble,LeeSin_Sejuani,Cassiopeia_Azir,Sivir_Corki,Thresh_Nautilus
0,Rumble,Sejuani,Leblanc,Jinx,Thresh,Maokai,RekSai,Lissandra,Sivir,Nautilus,Rumble_Maokai,Sejuani_RekSai,Leblanc_Lissandra,Jinx_Sivir,Thresh_Nautilus
1,Gnar,Gragas,Cassiopeia,Corki,Nautilus,Rumble,Evelynn,Varus,Lucian,Alistar,Gnar_Rumble,Gragas_Evelynn,Cassiopeia_Varus,Corki_Lucian,Nautilus_Alistar
0,Maokai,Evelynn,Ahri,Lucian,Alistar,Rumble,Gragas,Vladimir,Corki,Janna,Maokai_Rumble,Evelynn_Gragas,Ahri_Vladimir,Lucian_Corki,Alistar_Janna
0,Rumble,Evelynn,Cassiopeia,Ezreal,Braum,Hecarim,Gragas,Fizz,Corki,Nautilus,Rumble_Hecarim,Evelynn_Gragas,Cassiopeia_Fizz,Ezreal_Corki,Braum_Nautilus
1,Maokai,RekSai,Viktor,Ezreal,Thresh,Hecarim,Nidalee,Cassiopeia,Corki,Nautilus,Maokai_Hecarim,RekSai_Nidalee,Viktor_Cassiopeia,Ezreal_Corki,Thresh_Nautilus
1,Rumble,Gragas,Varus,Vayne,Thresh,Maokai,Sejuani,Cassiopeia,Kalista,Alistar,Rumble_Maokai,Gragas_Sejuani,Varus_Cassiopeia,Vayne_Kalista,Thresh_Alistar
1,Fizz,Rengar,Leblanc,Sivir,Alistar,Rumble,Sejuani,Varus,Vayne,Thresh,Fizz_Rumble,Rengar_Sejuani,Leblanc_Varus,Sivir_Vayne,Alistar_Thresh
0,Rumble,Gragas,Azir,Tristana,Janna,Maokai,RekSai,Cassiopeia,Kalista,Alistar,Rumble_Maokai,Gragas_RekSai,Azir_Cassiopeia,Tristana_Kalista,Janna_Alistar
0,Fizz,RekSai,Viktor,Vayne,Thresh,Rumble,Evelynn,Leblanc,Sivir,Nautilus,Fizz_Rumble,RekSai_Evelynn,Viktor_Leblanc,Vayne_Sivir,Thresh_Nautilus
1,Hecarim,LeeSin,Viktor,Kalista,Alistar,Rumble,RekSai,TwistedFate,Tristana,Thresh,Hecarim_Rumble,LeeSin_RekSai,Viktor_TwistedFate,Kalista_Tristana,Alistar_Thresh
1,Gnar,RekSai,Viktor,Kalista,Thresh,Rumble,LeeSin,Ahri,Lucian,Alistar,Gnar_Rumble,RekSai_LeeSin,Viktor_Ahri,Kalista_Lucian,Thresh_Alistar
1,Hecarim,Gragas,Viktor,Vayne,Thresh,Rumble,RekSai,Orianna,Sivir,Alistar,Hecarim_Rumble,Gragas_RekSai,Viktor_Orianna,Vayne_Sivir,Thresh_Alistar
1,Rumble,Nunu,Ahri,Kalista,Alistar,Gnar,RekSai,Viktor,Vayne,Janna,Rumble_Gnar,Nunu_RekSai,Ahri_Viktor,Kalista_Vayne,Alistar_Janna
0,Ryze,Nunu,Orianna,Ezreal,Thresh,Rumble,Gragas,Varus,Corki,Alistar,Ryze_Rumble,Nunu_Gragas,Orianna_Varus,Ezreal_Corki,Thresh_Alistar
1,Riven,Gragas,Varus,Corki,Karma,Rumble,Evelynn,Ahri,Draven,Braum,Riven_Rumble,Gragas_Evelynn,Varus_Ahri,Corki_Draven,Karma_Braum
0,Maokai,Fizz,Viktor,Vayne,Alistar,Rumble,RekSai,Kassadin,Kalista,Nautilus,Maokai_Rumble,Fizz_RekSai,Viktor_Kassadin,Vayne_Kalista,Alistar_Nautilus
0,Rumble,RekSai,Viktor,Corki,Braum,Maokai,Sejuani,Cassiopeia,Sivir,Nautilus,Rumble_Maokai,RekSai_Sejuani,Viktor_Cassiopeia,Corki_Sivir,Braum_Nautilus
0,Maokai,RekSai,Lulu,KogMaw,Alistar,Vladimir,Sejuani,Varus,Sivir,Nautilus,Maokai_Vladimir,RekSai_Sejuani,Lulu_Varus,KogMaw_Sivir,Alistar_Nautilus
0,Maokai,Sejuani,Azir,Sivir,Alistar,Gnar,Evelynn,Viktor,Vayne,Janna,Maokai_Gnar,Sejuani_Evelynn,Azir_Viktor,Sivir_Vayne,Alistar_Janna
1,Morgana,RekSai,MasterYi,Kalista,Annie,Rumble,Nidalee,Urgot,Sivir,Alistar,Morgana_Rumble,RekSai_Nidalee,MasterYi_Urgot,Kalista_Sivir,Annie_Alistar
1,Ryze,Evelynn,Zed,Lucian,Annie,Hecarim,LeeSin,Viktor,Sivir,Nautilus,Ryze_Hecarim,Evelynn_LeeSin,Zed_Viktor,Lucian_Sivir,Annie_Nautilus
0,Maokai,Nunu,Viktor,Sivir,Thresh,Hecarim,RekSai,Cassiopeia,Lucian,Nautilus,Maokai_Hecarim,Nunu_RekSai,Viktor_Cassiopeia,Sivir_Lucian,Thresh_Nautilus
1,Maokai,Evelynn,Cassiopeia,Vayne,Alistar,Rumble,RekSai,Xerath,Sivir,Nautilus,Maokai_Rumble,Evelynn_RekSai,Cassiopeia_Xerath,Vayne_Sivir,Alistar_Nautilus
1,Rumble,RekSai,Lulu,Sivir,Annie,Maokai,Evelynn,Leblanc,Vayne,Karma,Rumble_Maokai,RekSai_Evelynn,Lulu_Leblanc,Sivir_Vayne,Annie_Karma
0,Rumble,RekSai,Leblanc,Corki,Nautilus,Riven,Gragas,Kassadin,Sivir,Annie,Rumble_Riven,RekSai_Gragas,Leblanc_Kassadin,Corki_Sivir,Nautilus_Annie
0,Rumble,Gragas,Varus,Corki,Thresh,Maokai,RekSai,TwistedFate,Sivir,Annie,Rumble_Maokai,Gragas_RekSai,Varus_TwistedFate,Corki_Sivir,Thresh_Annie
0,Hecarim,RekSai,Viktor,Corki,Alistar,Maokai,Gragas,Ahri,Kalista,Kennen,Hecarim_Maokai,RekSai_Gragas,Viktor_Ahri,Corki_Kalista,Alistar_Kennen
1,Rumble,Rengar,Kassadin,Sivir,Alistar,Hecarim,Gragas,Viktor,Vayne,Thresh,Rumble_Hecarim,Rengar_Gragas,Kassadin_Viktor,Sivir_Vayne,Alistar_Thresh
1,Maokai,Nidalee,Viktor,Sivir,Nautilus,Hecarim,Evelynn,Ekko,Corki,Annie,Maokai_Hecarim,Nidalee_Evelynn,Viktor_Ekko,Sivir_Corki,Nautilus_Annie
0,Fizz,RekSai,Leblanc,Vayne,Nautilus,Maokai,Nidalee,Viktor,Lucian,Janna,Fizz_Maokai,RekSai_Nidalee,Leblanc_Viktor,Vayne_Lucian,Nautilus_Janna
0,Maokai,Gragas,Azir,Tristana,Thresh,Rumble,Evelynn,Varus,Sivir,Nautilus,Maokai_Rumble,Gragas_Evelynn,Azir_Varus,Tristana_Sivir,Thresh_Nautilus
1,Hecarim,Evelynn,TwistedFate,Corki,Alistar,Maokai,Ekko,Fizz,Jinx,Nautilus,Hecarim_Maokai,Evelynn_Ekko,TwistedFate_Fizz,Corki_Jinx,Alistar_Nautilus
1,Rumble,RekSai,Azir,Corki,Annie,Galio,Sejuani,Varus,Sivir,Janna,Rumble_Galio,RekSai_Sejuani,Azir_Varus,Corki_Sivir,Annie_Janna
0,Hecarim,Gragas,Cassiopeia,Lucian,Thresh,Rumble,RekSai,Varus,Corki,Alistar,Hecarim_Rumble,Gragas_RekSai,Cassiopeia_Varus,Lucian_Corki,Thresh_Alistar
1,Maokai,LeeSin,Kassadin,Sivir,Thresh,Gnar,RekSai,Viktor,Corki,Annie,Maokai_Gnar,LeeSin_RekSai,Kassadin_Viktor,Sivir_Corki,Thresh_Annie
0,Rumble,Gragas,Azir,Corki,Bard,Hecarim,RekSai,Zed,Lucian,Alistar,Rumble_Hecarim,Gragas_RekSai,Azir_Zed,Corki_Lucian,Bard_Alistar
1,Riven,RekSai,Viktor,Sivir,Alistar,Rumble,Gragas,Jayce,Corki,Janna,Riven_Rumble,RekSai_Gragas,Viktor_Jayce,Sivir_Corki,Alistar_Janna
0,Fizz,Gragas,Viktor,Tristana,Nautilus,Irelia,RekSai,Azir,Sivir,Thresh,Fizz_Irelia,Gragas_RekSai,Viktor_Azir,Tristana_Sivir,Nautilus_Thresh
1,Shyvana,Gragas,Viktor,Sivir,Nautilus,Hecarim,RekSai,Cassiopeia,Vayne,Alistar,Shyvana_Hecarim,Gragas_RekSai,Viktor_Cassiopeia,Sivir_Vayne,Nautilus_Alistar
1,Hecarim,Evelynn,Cassiopeia,Vayne,Alistar,Shyvana,RekSai,Viktor,Sivir,Nautilus,Hecarim_Shyvana,Evelynn_RekSai,Cassiopeia_Viktor,Vayne_Sivir,Alistar_Nautilus
0,Rumble,Evelynn,Varus,Corki,Janna,Gnar,LeeSin,Leblanc,Sivir,Alistar,Rumble_Gnar,Evelynn_LeeSin,Varus_Leblanc,Corki_Sivir,Janna_Alistar
1,Riven,Nidalee,TwistedFate,Sivir,Alistar,Rumble,RekSai,Viktor,Vayne,Annie,Riven_Rumble,Nidalee_RekSai,TwistedFate_Viktor,Sivir_Vayne,Alistar_Annie
0,Vladimir,LeeSin,Viktor,Lucian,Alistar,Maokai,Nidalee,Zed,Corki,Nautilus,Vladimir_Maokai,LeeSin_Nidalee,Viktor_Zed,Lucian_Corki,Alistar_Nautilus
1,Ryze,RekSai,Viktor,Sivir,Annie,Gragas,LeeSin,Kassadin,Kalista,Kennen,Ryze_Gragas,RekSai_LeeSin,Viktor_Kassadin,Sivir_Kalista,Annie_Kennen
0,Hecarim,RekSai,Viktor,Corki,Alistar,Shen,Gragas,Azir,Sivir,Bard,Hecarim_Shen,RekSai_Gragas,Viktor_Azir,Corki_Sivir,Alistar_Bard
1,Shen,Gragas,Azir,Corki,Annie,Hecarim,Ekko,Viktor,Sivir,Alistar,Shen_Hecarim,Gragas_Ekko,Azir_Viktor,Corki_Sivir,Annie_Alistar
0,Maokai,RekSai,Viktor,Vayne,Janna,Rumble,Evelynn,Orianna,Sivir,Nautilus,Maokai_Rumble,RekSai_Evelynn,Viktor_Orianna,Vayne_Sivir,Janna_Nautilus
1,Rumble,Evelynn,MasterYi,Corki,Janna,Riven,LeeSin,Fizz,Sivir,Nautilus,Rumble_Riven,Evelynn_LeeSin,MasterYi_Fizz,Corki_Sivir,Janna_Nautilus
1,Maokai,Gragas,Lulu,Sivir,Nautilus,Hecarim,Fizz,Ekko,Corki,Thresh,Maokai_Hecarim,Gragas_Fizz,Lulu_Ekko,Sivir_Corki,Nautilus_Thresh
1,Maokai,RekSai,Ahri,Lucian,Alistar,Fizz,LeeSin,Karma,Sivir,Nautilus,Maokai_Fizz,RekSai_LeeSin,Ahri_Karma,Lucian_Sivir,Alistar_Nautilus
1,Maokai,RekSai,Ahri,Lucian,Annie,Karma,Nidalee,Varus,Sivir,Alistar,Maokai_Karma,RekSai_Nidalee,Ahri_Varus,Lucian_Sivir,Annie_Alistar
1,Rumble,RekSai,Varus,Kalista,Annie,Ryze,Evelynn,Viktor,Tristana,Nautilus,Rumble_Ryze,RekSai_Evelynn,Varus_Viktor,Kalista_Tristana,Annie_Nautilus
0,Ryze,Evelynn,Cassiopeia,Lucian,Janna,Rumble,RekSai,Viktor,Sivir,Nautilus,Ryze_Rumble,Evelynn_RekSai,Cassiopeia_Viktor,Lucian_Sivir,Janna_Nautilus
1,Hecarim,RekSai,Azir,Corki,Thresh,Shen,Evelynn,Viktor,Sivir,Nautilus,Hecarim_Shen,RekSai_Evelynn,Azir_Viktor,Corki_Sivir,Thresh_Nautilus
0,Hecarim,RekSai,Azir,Corki,Alistar,Maokai,Nunu,Viktor,Sivir,Bard,Hecarim_Maokai,RekSai_Nunu,Azir_Viktor,Corki_Sivir,Alistar_Bard
0,Rumble,Gragas,Varus,Corki,Thresh,Maokai,Evelynn,Ekko,Sivir,Nautilus,Rumble_Maokai,Gragas_Evelynn,Varus_Ekko,Corki_Sivir,Thresh_Nautilus
1,Nautilus,Evelynn,Viktor,Corki,Alistar,Maokai,Rengar,TwistedFate,Sivir,Veigar,Nautilus_Maokai,Evelynn_Rengar,Viktor_TwistedFate,Corki_Sivir,Alistar_Veigar
1,Maokai,Gragas,Cassiopeia,Corki,Thresh,Renekton,RekSai,Viktor,Sivir,Annie,Maokai_Renekton,Gragas_RekSai,Cassiopeia_Viktor,Corki_Sivir,Thresh_Annie
0,Renekton,RekSai,Viktor,Corki,Janna,Rumble,Evelynn,Cassiopeia,Sivir,Thresh,Renekton_Rumble,RekSai_Evelynn,Viktor_Cassiopeia,Corki_Sivir,Janna_Thresh
1,Maokai,Evelynn,Viktor,Corki,Nautilus,Rumble,Rengar,Cassiopeia,Sivir,Annie,Maokai_Rumble,Evelynn_Rengar,Viktor_Cassiopeia,Corki_Sivir,Nautilus_Annie
0,Rumble,Gragas,Azir,Sivir,Nautilus,Maokai,Evelynn,Ryze,Tristana,Kennen,Rumble_Maokai,Gragas_Evelynn,Azir_Ryze,Sivir_Tristana,Nautilus_Kennen
0,Shen,RekSai,Azir,Corki,Thresh,Nautilus,Evelynn,Viktor,Sivir,Annie,Shen_Nautilus,RekSai_Evelynn,Azir_Viktor,Corki_Sivir,Thresh_Annie
1,Maokai,Evelynn,Viktor,Sivir,Annie,Gnar,RekSai,Azir,Corki,Morgana,Maokai_Gnar,Evelynn_RekSai,Viktor_Azir,Sivir_Corki,Annie_Morgana
0,DrMundo,LeeSin,Viktor,Sivir,Nautilus,Maokai,Nidalee,Azir,KogMaw,Janna,DrMundo_Maokai,LeeSin_Nidalee,Viktor_Azir,Sivir_KogMaw,Nautilus_Janna
1,Hecarim,Evelynn,Azir,Sivir,Nautilus,Rumble,Nidalee,Varus,Corki,Annie,Hecarim_Rumble,Evelynn_Nidalee,Azir_Varus,Sivir_Corki,Nautilus_Annie
0,Rumble,RekSai,Kassadin,Corki,Alistar,Gnar,Evelynn,Viktor,KogMaw,Janna,Rumble_Gnar,RekSai_Evelynn,Kassadin_Viktor,Corki_KogMaw,Alistar_Janna
1,Shen,RekSai,Azir,KogMaw,Thresh,Shyvana,Evelynn,Viktor,Vayne,Alistar,Shen_Shyvana,RekSai_Evelynn,Azir_Viktor,KogMaw_Vayne,Thresh_Alistar
0,Rumble,Nidalee,Varus,Sivir,Nautilus,Irelia,Gragas,Azir,Corki,Annie,Rumble_Irelia,Nidalee_Gragas,Varus_Azir,Sivir_Corki,Nautilus_Annie
1,Jax,RekSai,Azir,Lucian,Alistar,Rumble,Gragas,Irelia,Corki,Thresh,Jax_Rumble,RekSai_Gragas,Azir_Irelia,Lucian_Corki,Alistar_Thresh
1,Rumble,Evelynn,Ryze,Sivir,Alistar,Maokai,Nidalee,Cassiopeia,Corki,Nautilus,Rumble_Maokai,Evelynn_Nidalee,Ryze_Cassiopeia,Sivir_Corki,Alistar_Nautilus
0,Hecarim,Evelynn,Viktor,Lucian,Annie,Maokai,Ekko,TwistedFate,Sivir,Nautilus,Hecarim_Maokai,Evelynn_Ekko,Viktor_TwistedFate,Lucian_Sivir,Annie_Nautilus
1,Fizz,Ekko,Viktor,Corki,Alistar,Maokai,JarvanIV,Azir,Sivir,Thresh,Fizz_Maokai,Ekko_JarvanIV,Viktor_Azir,Corki_Sivir,Alistar_Thresh
0,Ryze,JarvanIV,Velkoz,Sivir,Alistar,DrMundo,Olaf,Azir,Corki,Janna,Ryze_DrMundo,JarvanIV_Olaf,Velkoz_Azir,Sivir_Corki,Alistar_Janna
1,Rumble,Gragas,Viktor,Corki,Braum,Hecarim,RekSai,Azir,Sivir,Nautilus,Rumble_Hecarim,Gragas_RekSai,Viktor_Azir,Corki_Sivir,Braum_Nautilus
0,Maokai,Gragas,Azir,Tristana,Janna,Rumble,RekSai,Varus,Corki,Nautilus,Maokai_Rumble,Gragas_RekSai,Azir_Varus,Tristana_Corki,Janna_Nautilus
1,Maokai,Evelynn,Viktor,Lucian,Kennen,Rumble,LeeSin,Azir,Sivir,Nautilus,Maokai_Rumble,Evelynn_LeeSin,Viktor_Azir,Lucian_Sivir,Kennen_Nautilus
1,Maokai,Nunu,Viktor,KogMaw,Janna,Gnar,RekSai,Azir,Tristana,Alistar,Maokai_Gnar,Nunu_RekSai,Viktor_Azir,KogMaw_Tristana,Janna_Alistar
0,Maokai,LeeSin,Viktor,Corki,Nautilus,Rumble,Evelynn,Orianna,Sivir,Thresh,Maokai_Rumble,LeeSin_Evelynn,Viktor_Orianna,Corki_Sivir,Nautilus_Thresh
0,Nautilus,LeeSin,Yasuo,Corki,Alistar,Maokai,Gragas,Irelia,Ezreal,Janna,Nautilus_Maokai,LeeSin_Gragas,Yasuo_Irelia,Corki_Ezreal,Alistar_Janna
1,Fizz,Gragas,Ryze,Corki,Janna,Maokai,Ekko,Ezreal,Sivir,Alistar,Fizz_Maokai,Gragas_Ekko,Ryze_Ezreal,Corki_Sivir,Janna_Alistar
0,Hecarim,Evelynn,Velkoz,Sivir,Braum,Maokai,Ekko,Azir,Corki,Thresh,Hecarim_Maokai,Evelynn_Ekko,Velkoz_Azir,Sivir_Corki,Braum_Thresh
0,Hecarim,Evelynn,Azir,Tristana,Janna,Rumble,JarvanIV,Ezreal,Sivir,Alistar,Hecarim_Rumble,Evelynn_JarvanIV,Azir_Ezreal,Tristana_Sivir,Janna_Alistar
1,Ryze,Ekko,Azir,KogMaw,Alistar,Maokai,JarvanIV,Varus,Sivir,Janna,Ryze_Maokai,Ekko_JarvanIV,Azir_Varus,KogMaw_Sivir,Alistar_Janna
1,Rumble,RekSai,Ezreal,Sivir,Alistar,Gnar,Ekko,Azir,Draven,Janna,Rumble_Gnar,RekSai_Ekko,Ezreal_Azir,Sivir_Draven,Alistar_Janna
1,Maokai,Ekko,Azir,Vayne,Thresh,Gnar,Evelynn,Viktor,Sivir,Alistar,Maokai_Gnar,Ekko_Evelynn,Azir_Viktor,Vayne_Sivir,Thresh_Alistar
1,Shen,Ekko,Azir,KogMaw,Thresh,Gnar,Evelynn,Viktor,Corki,Alistar,Shen_Gnar,Ekko_Evelynn,Azir_Viktor,KogMaw_Corki,Thresh_Alistar
1,Maokai,Evelynn,TwistedFate,Corki,Alistar,Rumble,LeeSin,Xerath,Sivir,Janna,Maokai_Rumble,Evelynn_LeeSin,TwistedFate_Xerath,Corki_Sivir,Alistar_Janna
0,Hecarim,Gragas,Cassiopeia,Sivir,Alistar,Maokai,RekSai,Orianna,Corki,Janna,Hecarim_Maokai,Gragas_RekSai,Cassiopeia_Orianna,Sivir_Corki,Alistar_Janna
1,Fizz,Evelynn,Viktor,Sivir,Kennen,Maokai,Gragas,Ahri,Corki,Annie,Fizz_Maokai,Evelynn_Gragas,Viktor_Ahri,Sivir_Corki,Kennen_Annie
1,Ryze,Evelynn,Yasuo,Corki,Alistar,Hecarim,Gragas,Kassadin,Sivir,Kennen,Ryze_Hecarim,Evelynn_Gragas,Yasuo_Kassadin,Corki_Sivir,Alistar_Kennen
1,Maokai,LeeSin,Viktor,Sivir,Alistar,Gragas,RekSai,Ezreal,Corki,Thresh,Maokai_Gragas,LeeSin_RekSai,Viktor_Ezreal,Sivir_Corki,Alistar_Thresh
1,Maokai,Trundle,Viktor,Sivir,Braum,Vladimir,RekSai,Azir,Corki,Nautilus,Maokai_Vladimir,Trundle_RekSai,Viktor_Azir,Sivir_Corki,Braum_Nautilus
0,Fizz,RekSai,Viktor,Lucian,Alistar,Maokai,Gragas,Ezreal,Corki,Janna,Fizz_Maokai,RekSai_Gragas,Viktor_Ezreal,Lucian_Corki,Alistar_Janna
1,Fizz,RekSai,Azir,Sivir,Annie,Maokai,Ekko,Viktor,KogMaw,Alistar,Fizz_Maokai,RekSai_Ekko,Azir_Viktor,Sivir_KogMaw,Annie_Alistar
1,Maokai,RekSai,Ezreal,Corki,Alistar,Rumble,Evelynn,Viktor,KogMaw,Janna,Maokai_Rumble,RekSai_Evelynn,Ezreal_Viktor,Corki_KogMaw,Alistar_Janna
0,Ryze,RekSai,Azir,Corki,Janna,Maokai,Gragas,Viktor,KogMaw,Alistar,Ryze_Maokai,RekSai_Gragas,Azir_Viktor,Corki_KogMaw,Janna_Alistar
1,Rumble,RekSai,Ezreal,Graves,Braum,Maokai,Evelynn,Zed,Sivir,Annie,Rumble_Maokai,RekSai_Evelynn,Ezreal_Zed,Graves_Sivir,Braum_Annie
1,Maokai,LeeSin,Viktor,Sivir,Annie,Rumble,RekSai,Azir,Graves,Braum,Maokai_Rumble,LeeSin_RekSai,Viktor_Azir,Sivir_Graves,Annie_Braum
1,Shen,RekSai,Azir,KogMaw,Thresh,Maokai,Evelynn,Ezreal,Sivir,Kennen,Shen_Maokai,RekSai_Evelynn,Azir_Ezreal,KogMaw_Sivir,Thresh_Kennen
0,Maokai,Evelynn,Cassiopeia,Corki,Janna,Fizz,RekSai,Viktor,KogMaw,Alistar,Maokai_Fizz,Evelynn_RekSai,Cassiopeia_Viktor,Corki_KogMaw,Janna_Alistar
1,Fizz,RekSai,Azir,Corki,Leona,Maokai,Evelynn,Kassadin,Sivir,Annie,Fizz_Maokai,RekSai_Evelynn,Azir_Kassadin,Corki_Sivir,Leona_Annie
1,Fizz,RekSai,TwistedFate,KogMaw,Alistar,Maokai,Gragas,Viktor,Corki,Nautilus,Fizz_Maokai,RekSai_Gragas,TwistedFate_Viktor,KogMaw_Corki,Alistar_Nautilus
1,Maokai,Nidalee,Fizz,KogMaw,Alistar,Shen,RekSai,Yasuo,Corki,Annie,Maokai_Shen,Nidalee_RekSai,Fizz_Yasuo,KogMaw_Corki,Alistar_Annie
0,Fizz,Evelynn,TwistedFate,Kalista,Thresh,Shen,Gragas,Viktor,KogMaw,Alistar,Fizz_Shen,Evelynn_Gragas,TwistedFate_Viktor,Kalista_KogMaw,Thresh_Alistar
1,Gnar,RekSai,Orianna,Corki,Alistar,Maokai,Gragas,Viktor,KogMaw,Thresh,Gnar_Maokai,RekSai_Gragas,Orianna_Viktor,Corki_KogMaw,Alistar_Thresh
1,Maokai,Gragas,TwistedFate,Lucian,Kennen,Rumble,RekSai,Ziggs,Corki,Alistar,Maokai_Rumble,Gragas_RekSai,TwistedFate_Ziggs,Lucian_Corki,Kennen_Alistar
1,Maokai,RekSai,TwistedFate,Lucian,Alistar,Shyvana,Gragas,Viktor,Sivir,Nautilus,Maokai_Shyvana,RekSai_Gragas,TwistedFate_Viktor,Lucian_Sivir,Alistar_Nautilus
0,Rumble,Gragas,Jayce,Corki,Janna,Maokai,RekSai,Azir,Sivir,Alistar,Rumble_Maokai,Gragas_RekSai,Jayce_Azir,Corki_Sivir,Janna_Alistar
0,Ryze,JarvanIV,Viktor,Corki,Alistar,Rumble,RekSai,Azir,KogMaw,Thresh,Ryze_Rumble,JarvanIV_RekSai,Viktor_Azir,Corki_KogMaw,Alistar_Thresh
0,Rumble,RekSai,Ezreal,Corki,Alistar,Maokai,Ekko,TwistedFate,KogMaw,Braum,Rumble_Maokai,RekSai_Ekko,Ezreal_TwistedFate,Corki_KogMaw,Alistar_Braum
1,Maokai,Gragas,Cassiopeia,KogMaw,Thresh,Gnar,Ekko,Viktor,Sivir,Alistar,Maokai_Gnar,Gragas_Ekko,Cassiopeia_Viktor,KogMaw_Sivir,Thresh_Alistar
0,Gnar,Ekko,Viktor,Corki,Janna,Maokai,RekSai,Cassiopeia,Sivir,Annie,Gnar_Maokai,Ekko_RekSai,Viktor_Cassiopeia,Corki_Sivir,Janna_Annie
0,Gnar,Gragas,Orianna,Ezreal,Annie,Shen,RekSai,Lulu,KogMaw,Braum,Gnar_Shen,Gragas_RekSai,Orianna_Lulu,Ezreal_KogMaw,Annie_Braum
0,Shen,Gragas,Lulu,Twitch,Thresh,Gnar,Evelynn,Ezreal,Vayne,Alistar,Shen_Gnar,Gragas_Evelynn,Lulu_Ezreal,Twitch_Vayne,Thresh_Alistar
0,Shen,Gragas,Azir,Corki,Thresh,Maokai,RekSai,Viktor,Lucian,Annie,Shen_Maokai,Gragas_RekSai,Azir_Viktor,Corki_Lucian,Thresh_Annie
1,Rumble,Evelynn,Viktor,Ezreal,Braum,Maokai,Ekko,TwistedFate,Corki,Alistar,Rumble_Maokai,Evelynn_Ekko,Viktor_TwistedFate,Ezreal_Corki,Braum_Alistar
0,Maokai,Evelynn,Ezreal,KogMaw,Braum,Rumble,RekSai,Varus,Corki,Janna,Maokai_Rumble,Evelynn_RekSai,Ezreal_Varus,KogMaw_Corki,Braum_Janna
1,Maokai,Nidalee,TwistedFate,Sivir,Alistar,Gnar,Gragas,Viktor,KogMaw,Janna,Maokai_Gnar,Nidalee_Gragas,TwistedFate_Viktor,Sivir_KogMaw,Alistar_Janna
0,Maokai,RekSai,Cassiopeia,KogMaw,Alistar,Gnar,Gragas,Viktor,Ezreal,Braum,Maokai_Gnar,RekSai_Gragas,Cassiopeia_Viktor,KogMaw_Ezreal,Alistar_Braum
1,Rumble,RekSai,Viktor,Kalista,Annie,Maokai,Gragas,Ezreal,Lucian,Braum,Rumble_Maokai,RekSai_Gragas,Viktor_Ezreal,Kalista_Lucian,Annie_Braum
1,Hecarim,LeeSin,TwistedFate,Jinx,Thresh,Rumble,Evelynn,Viktor,Corki,Alistar,Hecarim_Rumble,LeeSin_Evelynn,TwistedFate_Viktor,Jinx_Corki,Thresh_Alistar
1,Ryze,LeeSin,Viktor,Tristana,Thresh,Rumble,Evelynn,Azir,Kalista,Alistar,Ryze_Rumble,LeeSin_Evelynn,Viktor_Azir,Tristana_Kalista,Thresh_Alistar
1,Maokai,Evelynn,Azir,Vayne,Alistar,Gnar,Nidalee,Ezreal,Corki,Braum,Maokai_Gnar,Evelynn_Nidalee,Azir_Ezreal,Vayne_Corki,Alistar_Braum
1,Shen,RekSai,Azir,Sivir,Braum,Gnar,Gragas,Viktor,Vayne,Alistar,Shen_Gnar,RekSai_Gragas,Azir_Viktor,Sivir_Vayne,Braum_Alistar
1,Ryze,Nunu,Azir,KogMaw,Braum,DrMundo,RekSai,TwistedFate,Corki,Alistar,Ryze_DrMundo,Nunu_RekSai,Azir_TwistedFate,KogMaw_Corki,Braum_Alistar
1,Maokai,Gragas,Yasuo,KogMaw,Braum,Fizz,RekSai,TwistedFate,Vayne,Janna,Maokai_Fizz,Gragas_RekSai,Yasuo_TwistedFate,KogMaw_Vayne,Braum_Janna
1,Olaf,RekSai,Azir,Sivir,Alistar,Rumble,Gragas,Jayce,Corki,Braum,Olaf_Rumble,RekSai_Gragas,Azir_Jayce,Sivir_Corki,Alistar_Braum
0,Maokai,Evelynn,Lulu,KogMaw,Braum,Rumble,RekSai,Azir,Sivir,Thresh,Maokai_Rumble,Evelynn_RekSai,Lulu_Azir,KogMaw_Sivir,Braum_Thresh
0,Rumble,Nidalee,Varus,Sivir,Braum,Maokai,RekSai,Azir,Corki,Janna,Rumble_Maokai,Nidalee_RekSai,Varus_Azir,Sivir_Corki,Braum_Janna
1,Maokai,RekSai,Viktor,Sivir,Alistar,Fizz,LeeSin,Azir,Lucian,Braum,Maokai_Fizz,RekSai_LeeSin,Viktor_Azir,Sivir_Lucian,Alistar_Braum
1,Hecarim,Gragas,Viktor,Kalista,Janna,Maokai,Nidalee,TwistedFate,Corki,Alistar,Hecarim_Maokai,Gragas_Nidalee,Viktor_TwistedFate,Kalista_Corki,Janna_Alistar
1,Maokai,Nidalee,Orianna,Vayne,Alistar,Rumble,Gragas,Viktor,Sivir,Braum,Maokai_Rumble,Nidalee_Gragas,Orianna_Viktor,Vayne_Sivir,Alistar_Braum
0,Hecarim,Gragas,Viktor,KogMaw,Janna,Maokai,Nidalee,TwistedFate,Sivir,Annie,Hecarim_Maokai,Gragas_Nidalee,Viktor_TwistedFate,KogMaw_Sivir,Janna_Annie
